tweet,label
There is no one in New Zealand receiving hospital-level care for COVID-19.​ The total number of confirmed cases of COVID-19 remains at 1206 which is the number we report to the World Health Organization.,real
Coronavirus: North East faces tighter lockdown restrictions from Friday https://t.co/lEtXbC20XJ,real
"Multiple Facebook posts shared hundreds of times claim “viruses do not harm or kill [people]” and that any “harm and death” caused by a virus can be attributed to ""the overreaction of a weakened and dysfunctional immune system"".",fake
The vaccine for coronavirus is ready. US President Donald Trump has announced that Roche Medical Company will launch it.,fake
COVID-19 is a “strain of the flu”,fake
Many doctors and dentists across the UK are getting an above-inflation 2.8% pay rise this year to recognize work on the COVID-19 front line. https://t.co/SCQ1bQpBxD,real
Metformin may lower risk for fatal COVID-19. https://t.co/grKd6geuFc https://t.co/9KxDviSp18,real
On the 9th on May we announced 45 discharged cases &amp; 4 deaths in FCT Due to system error 32 discharged cases and 2 deaths were wrongly announced Therefore FCT recorded 13 discharged cases &amp; 2 deaths on May 9 2020 We apologise to @OfficialFCTA for this error,real
"Meeting at the chariot held in #Kalabari district of #Karnataka

Who is to blame for #Corona?

Why is the media not releasing it?

The #Karnataka_BJP_government has ignored the #central_government's curfew",fake
"An hospital was set on fire in Nairobi after people discovered a lot of ""poisoned vaccines"" against coronavirus sent by the USA.",fake
In the last two weeks 29 states have broken their record for the most number of new cases in one day. That includes most Southern states and all but three Western states. https://t.co/iuqU6mILrQ,real
While they may not get sick as often studies show that kids could be a driver of coronavirus spread. https://t.co/KuRG7K1Ogj,real
U.S. COVID-19 Deaths Likely Higher Than Reported Study Shows https://t.co/MqnO8CGazo,fake
Coronavirus: COVID testing programme 'in chaos' amid 185000 swab backlog leaked documents show https://t.co/86duB6nxRQ,real
More than 85% of #COVID19 patients at one Georgia health system have been black. https://t.co/0Kh7UOrfvy https://t.co/kRD6V0PZBB,real
340 new cases of #COVID19Nigeria; Kaduna-63 FCT-51 Plateau-38 Lagos-33 Delta-25 Gombe-21 Adamawa-21 Edo-20 Katsina-17 Akwa Ibom-11 Ekiti-10 Rivers-9 Ondo-5 Ebonyi-4 Cross River-3 Ogun-3 Sokoto-2 Imo-2 Nasarawa-2 51304 confirmed 37885 discharged 996 deaths https://t.co/coHVPh8vPS,real
Says drinking a bleach solution will prevent you from getting the coronavirus.,fake
Chicken Crosses Road: Questioned For Crow-Ona Virus Violation https://t.co/uDFSMrDU60 #foghornleghorn #heneryhawk,fake
The pandemic has opened up the door for physicians to online learning for physicians new Medscape report finds. https://t.co/jitKgkTrRT,real
Muslims are hoarding food items being shared by the Indian government.,fake
Indian Social Activist Trupti Desai arrested for buying liquor during the COVID-19 lockdown,fake
176 new cases of #COVID19; 95-Lagos 31-Oyo 11-FCT 8-Niger 8-Borno 6-Jigawa 4-Kaduna 3-Anambra 2-Edo 2-Rivers 2-Nasarawa 2-Bauchi 1-Benue 1-Zamfara 5621 cases of #COVID19 in Nigeria Discharged: 1472 Deaths: 176 https://t.co/VBFAS6YQYJ,real
Updated coronavirus clinical reference now includes evidence for increased risk of younger patients with obesity. https://t.co/ayKnyBvWuz https://t.co/9zCnuAb9ba,real
Trump says 200000 US coronavirus deaths is 'a shame' https://t.co/eganBgLXVZ,real
"#BREAKINGhot COVID-19 MEANS THE ""CERTIFICATE OF IDENTIFICATION OF VACCINATION WITH ARTIFICIAL INTELLIGENCE""",fake
WEEKLY UPDATE: #COVID19 #Coronavirus ➡️Short-term forecasts of COVID-19 deaths in multiple countries 🔰Read full report here: https://t.co/cTwAd9ZwTS @sangeeta0312 @PNouvellet @krisparag1 @neil_ferguson https://t.co/ZLEkWIgTCV,real
New @CDCMMWR highlights first cases of COVID-19 in U.S. household pets which occurred in two pet cats in NY. Although #COVID19 can occasionally spread from people to animals there is no evidence that animals play a significant role in spreading COVID-19. https://t.co/k6kKqs7ctb https://t.co/jDt11kUPeY,real
The latest updates from the Ministry of Health - Manatū Hauora:⁣ ⁣ Today there are no new cases of COVID-19 to report in New Zealand. ⁣ ⁣ This means New Zealand’s combined total of confirmed and probable cases remains at 1498 of which 1148 are confirmed cases of COVID-19. https://t.co/ZAAkFiY8OF,real
To date a total of 18 contact alerts have been issued through the app to let people know they may have been exposed to COVID-19 so they can take appropriate steps to protect themselves their whânau and the community.,real
"Cindy McCain endorses Biden: 'We are Republicans, yes, but Americans foremost' https://t.co/mFeBBWDigF #FoxNews I, too, am widow of distinguished US military officer. Would never affiliate myself w/ Biden-deep $ ties to adversary CCP-launched bioweapon COVID19 on US soil/World.",fake
We added Guam the Northern Mariana Islands Puerto Rico Samoa and the US Virgin Islands today too.,real
Rumours have spread on social media claiming the Federal Government pays aged-care facilities when they record a #COVID19 death. But there's no basis to them. Don't believe the misinformation you read on the internet. Read #CoronaCheck instead: https://t.co/23kv7YhRwc https://t.co/okUhnx8C3V,fake
"@myjourneymyself Dr. Fauci funded a risky ''gain-of-function'' test of Sars/Covid Virus on bats at the Wuhan Institute of Virology after it was deemed illegal in the United States

The Chinese conducting that test released the coronavirus to the planet forever. Fauci is the arsonist/fire fighter",fake
"📚There’s a ‘camel library’ in Ethiopia that has reached more than 22,000 children forced out of #school by #COVID19.

Education for all!
🇪🇹🐫#Monday #MondayMorning #MondayVibes #Education https://t.co/PoNcoTqVEW",fake
New legislation will be introduced to enforce a local lockdown in one English city to tackle a spike in COVID-19 cases. https://t.co/ghGaafjnIo,real
"On education, Maharashtra was on the 17th rank in the country five years ago. Today, the state stands at 3rd after Fadnavis Ji's regime,” Nadda said, at a BJP rally in Navi Mumbai on February 16, 2020.",fake
"Thank God! New Covid-19 Clusters Mostly Affecting Low Paid Workers, Direct Provision &amp; Travelling Community https://t.co/QmY4Uxo71O",fake
The CDC did not reduce its COVID-19 Florida case count and the CDC did not admit any kind of systematic error in its counting of Florida coronavirus cases. This claim rates False. https://t.co/qR1rGU4EQo https://t.co/HTUb0AJPy4,fake
some people in Muslim countries believe drinking camel urine will cure ailments.,fake
No clear increase in #COVID19 cases hospitalizations or deaths after the April 7 election in Milwaukee suggesting possible benefit of state efforts to expand absentee and curbside voting and other safety efforts by @MKEhealth and @DHSWI. Read @CDCMMWR: https://t.co/6yJdzuOdbI. https://t.co/NLi5RvUV6p,real
"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.??�",fake
@dbaerwald1 @pommylee @SCClemons The latter. See @trvrb: best guesstimate of total US cases is a range of ~10k-40k.,real
Our daily update is published. We see slightly lower numbers than earlier in the week probably due to the holiday weekend. 6 states (CT KS KY LA MN RI) did not report at all and some others had lower numbers than usual. Still: states reported 52k new cases. https://t.co/x830ffyPzh,real
A viral video showcasing an emergency treatment of a COVID-19 patient in Maharashtra an Indian State. The video is shared in the names of different cities of Maharashtra.,fake
When shelter-in-place orders are lifted coronavirus spikes occur. @drjohnwhyte discusses this phenomenon with @colleenkraftmd @CarlosdelRio7 on #InContext. https://t.co/Rn2ipRoHkU https://t.co/8hgyzSRhpK,real
The final MIQ case is in Wellington – a man in his 50s who arrived on August 18 from the United States and tested positive in routine testing around day 12 of his stay in MIQ.,real
With community transmission is it not high time that Favipravir and Fabiflu be prescribed and available as first line of treatment in all suspected cases. This will not only reduce the viral load but go a long way in reducing the case load of Covid centre's and hospitals,fake
CDC and public health authorities have implemented aggressive measures to slow and contain transmission of COVID-19 in the US. Read the new @CDCMMWR report summarizing measures taken and preparation for possible spread: https://t.co/11CDwiQVbx. https://t.co/Pk9udVCoh4,real
One person remains in Auckland City Hospital in a stable condition on a ward.​ ​ Our total number of confirmed cases of COVID-19 remains at 1178 which is the number we report to the World Health Organization.,real
#IndiaFightsCorona: India reports more than 90000 recoveries for the 3rd successive day Total Recovered cases close to 43 Lakh- highest in the world India's Recovery Rate crosses the landmark of 80% #StaySafe #IndiaWillWin https://t.co/YwTg8fU75H,real
New local restrictions have been announced for northeast England - including a 10pm curfew for bars and pubs and a ban on people mixing with others outside their household. Get more on this story here: https://t.co/TB5SmCZgXO https://t.co/lpA46NYR0Q,real
House and Senate Allocate 2 Billion to the Toilet Paper Industry and Chiquita Bananas https://t.co/ctXdp3mbF3 #toiletpaper #virus #abba,fake
"A WhatsApp message says taht in Ecuador the cure for the coronavirus has already been found thanks to the fact that Ecuadorian doctors who ""disobeyed the global law"" from the World Health Organization (WHO) not to do autopsies. Thus they would have discovered that the cause of the disease is a bacterium and its remedy antibiotics anti-inflammatories and anticoagulants.",fake
Pubs bars and restaurants throughout England will be forced to close at 10pm from Thursday Boris Johnson will announce in a new #coronavirus crackdown https://t.co/mXJfWeOi96,real
States reported ~43k new cases today a near record. These numbers are a result of increased testing capturing the rapid spread of the virus across a large swath of the country. https://t.co/HeMIiYVMOq,real
RT @PIB_India: #CoronaWatch ◾ 2836925 total confirmed cases ◾ 2096664 cases cured/recovered ◾ 32661252 samples tested Here's the…,real
RT @NIOSH: Workplaces can present unique challenges for #COVID19 public health investigations. @CDCgov created a toolkit to help state and…,real
First coronavirus reinfection reported in the US. Though experts say it’s likely rare this indicates that initial exposure may not always result in full immunity. https://t.co/5lVaUYITfV,real
